d_measured,depth,D,mean_branches,n_primary_dendrites,branch_angle,total_length,num_neurons
1.3638742,6.0,1.5408767,1.657417,7.0,1.9892386,202.30458,12.0
1.2509887,8.0,1.3384084,1.2662834,8.0,2.8854876,761.2933,30.0
1.5301864,3.0,1.361595,1.658135,7.0,2.4471238,465.95682,21.0
1.5522099,5.0,1.0298796,1.557587,6.0,2.4783864,592.29047,7.0
1.5460832,10.0,1.5382721,1.6876503,5.0,2.4281583,804.2944,9.0
1.3815196,11.0,1.9651299,1.0406413,7.0,1.7951807,976.5774,12.0
1.6335142,8.0,1.4506378,1.9557813,3.0,2.3709996,853.5174,12.0
1.5965638,8.0,1.1650984,1.4008111,7.0,1.8211322,431.96597,15.0
1.3779178,10.0,1.1304789,1.2210429,4.0,2.7414467,198.93568,19.0
1.3481247,10.0,1.8583457,1.5502536,7.0,0.025201326,870.0205,10.0
1.4877603,4.0,1.7960781,1.1303359,4.0,2.7930405,908.5776,6.0
1.4173864,11.0,1.7209731,1.5608647,8.0,1.7920939,645.3497,9.0
1.5520357,3.0,1.2397295,1.0947744,6.0,1.3623543,253.37575,28.0
1.4901094,3.0,1.48695,1.0508995,6.0,3.1231496,348.54626,12.0
1.2046429,4.0,1.7621176,1.1192818,7.0,1.9236636,139.21315,9.0
1.378925,8.0,1.890586,1.4137166,6.0,3.0934799,643.6109,22.0
1.3502631,6.0,1.9702103,1.0772669,8.0,1.6291945,252.80595,4.0
1.6463337,7.0,1.032626,1.5667955,7.0,1.2727298,663.29535,15.0
1.3723,10.0,1.490811,1.531675,7.0,0.0021261035,199.72362,10.0
1.2036684,3.0,1.0965003,1.4370553,4.0,2.6216593,128.8734,6.0
1.2767477,10.0,1.3195326,1.3419112,4.0,2.6933177,151.45624,13.0
1.065521,10.0,1.5633874,1.6709235,7.0,1.6552074,675.12225,29.0
1.4634795,8.0,1.5477365,1.1752001,8.0,1.9854183,307.30344,15.0
1.5489037,4.0,1.3427306,1.1375126,3.0,2.1363919,638.3298,26.0
1.219616,6.0,1.4835325,1.3747927,3.0,0.49987483,152.6923,6.0
1.5658995,5.0,1.0468887,1.1033148,5.0,0.8854565,953.7827,14.0
1.1320643,6.0,1.2687405,1.699255,6.0,1.191917,78.915474,12.0
1.4427031,4.0,1.6616722,1.3732786,6.0,0.42681962,901.8925,17.0
1.360824,11.0,1.6068186,1.1747694,8.0,0.9132962,394.55814,18.0
1.4886901,9.0,1.2732497,1.3189609,6.0,1.3726239,812.3223,19.0
1.3152101,8.0,1.7206048,1.9547749,8.0,2.2164948,631.6782,26.0
1.3972477,4.0,1.9458082,1.8440155,5.0,2.6301544,991.4408,16.0
1.3244566,4.0,1.8631679,1.7378376,8.0,1.0852749,993.31116,15.0
1.6814992,9.0,1.1781385,1.5609535,7.0,1.9472138,751.04645,7.0
1.0343014,5.0,1.3486917,1.4851856,5.0,1.4146233,52.4344,6.0
1.1598163,4.0,1.4951184,1.1688629,3.0,0.45689422,68.10241,25.0
1.5061876,7.0,1.5636299,1.9874008,8.0,2.3582404,721.28925,8.0
1.4192785,10.0,1.553366,1.568779,6.0,0.48002282,129.72676,26.0
1.1349148,11.0,1.6406295,1.2459712,6.0,0.4555968,964.0929,18.0
1.5520027,7.0,1.2935729,1.3414112,6.0,2.4237633,339.37512,21.0
1.5570506,5.0,1.3777673,1.2939788,6.0,1.2757617,661.0602,10.0
1.4600916,11.0,1.0545257,1.0151968,3.0,2.1095614,902.5349,27.0
1.4432251,8.0,1.986821,1.9620576,6.0,2.3065653,430.58453,7.0
1.5563874,4.0,1.225136,1.6313652,5.0,1.5691154,282.00842,25.0
1.2360406,10.0,1.239698,1.9342448,4.0,1.759475,142.10542,6.0
1.5191722,5.0,1.483997,1.141053,5.0,0.9097893,885.4933,17.0
1.5894347,5.0,1.0416851,1.0300287,8.0,2.7591033,583.80615,14.0
1.4343332,5.0,1.3107959,1.3523371,6.0,2.5719173,715.47546,24.0
1.3303275,4.0,1.8644633,1.3346053,4.0,0.20534274,393.2379,5.0
1.5175517,7.0,1.3350371,1.9677008,5.0,2.4907699,855.6873,19.0
1.4370321,9.0,1.4716532,1.0935204,3.0,0.9339005,238.9492,19.0
1.6778963,7.0,1.1884698,1.819836,7.0,1.789919,915.52045,6.0
1.6043198,8.0,1.0712446,1.6817584,5.0,2.829962,901.4686,4.0
1.2972174,10.0,1.6481982,1.8227936,6.0,1.0568,607.84564,25.0
1.3113264,9.0,1.8263648,1.5249543,6.0,2.8047302,165.18079,16.0
1.4504869,6.0,1.8479782,1.3882266,7.0,0.9468364,557.9506,14.0
1.4291198,10.0,1.5463105,1.0250963,5.0,1.1669952,225.68358,16.0
1.4100443,8.0,1.9300755,1.4820724,6.0,1.3275127,360.02087,17.0
1.3899999,5.0,1.5631005,1.609004,6.0,1.2004294,278.0524,5.0
1.3366205,9.0,1.3127359,1.3043739,7.0,1.4945185,210.51357,4.0
1.5313766,4.0,1.6826701,1.6452409,3.0,2.5894794,456.16238,23.0
1.4172633,4.0,1.5422657,1.3026979,6.0,0.699493,924.42456,18.0
1.463524,11.0,1.0859746,1.2833567,5.0,0.003026711,845.16595,26.0
1.6182177,6.0,1.2914103,1.3995571,6.0,1.0719627,613.1983,10.0
1.38801,8.0,1.8621789,1.956947,5.0,1.9885547,225.53575,27.0
1.5437369,7.0,1.2524688,1.701005,5.0,1.5476881,226.01685,23.0
1.3577555,7.0,1.1611671,1.1128961,7.0,2.1291497,138.2434,21.0
1.3642869,8.0,1.3626931,1.2356651,3.0,0.09260159,272.76584,8.0
1.5059786,4.0,1.0564591,1.44642,7.0,1.2351193,275.3375,9.0
1.3292506,11.0,1.7829033,1.3557991,6.0,0.03366888,432.55795,27.0
1.3412881,4.0,1.9665655,1.717075,4.0,1.4338692,109.86706,30.0
1.3043765,10.0,1.3947636,1.7944992,7.0,1.1987461,816.0781,22.0
1.6198205,7.0,1.0320405,1.686991,6.0,1.2170548,677.2443,23.0
1.559719,8.0,1.2368987,1.5234983,4.0,0.558636,401.11136,18.0
1.5579206,6.0,1.571357,1.8786577,7.0,1.3351307,945.46063,9.0
1.1399778,6.0,1.2498596,1.8245468,7.0,0.3027727,71.96062,4.0
1.4623433,6.0,1.5668039,1.8469279,6.0,2.127315,954.7934,13.0
1.5353243,5.0,1.3786141,1.2763928,5.0,2.5173573,648.90546,16.0
1.4161177,8.0,1.744296,1.2495017,6.0,1.0850585,318.15143,25.0
1.4457875,8.0,1.3609712,1.5101177,4.0,1.6034063,999.1082,25.0
1.4743223,8.0,1.4055014,1.650946,4.0,0.24607292,353.01266,19.0
1.3640879,7.0,1.2205315,1.5055336,5.0,2.0414064,141.58685,18.0
1.5410067,4.0,1.1846561,1.5326506,5.0,3.1096935,410.06406,18.0
1.4000762,5.0,1.5247204,1.6763555,7.0,2.6653233,692.03876,23.0
1.5979158,5.0,1.4721965,1.8223678,7.0,1.5799435,881.6951,5.0
1.4307418,6.0,1.2069987,1.2324244,4.0,2.61628,236.82245,17.0
1.533286,5.0,1.4425981,1.6510626,3.0,2.5921903,405.35306,25.0
1.4872175,8.0,1.2279125,1.2276756,3.0,0.24240871,473.53677,12.0
1.5892556,11.0,1.18221,1.7397698,3.0,1.0792332,708.6974,8.0
1.1367512,3.0,1.6995084,1.6462954,6.0,0.7663306,81.513885,6.0
1.5552013,6.0,1.2878882,1.0939755,4.0,1.9980392,532.93115,10.0
1.4344201,6.0,1.933894,1.4485261,6.0,3.111124,604.6463,17.0
1.5412955,4.0,1.588681,1.5990133,7.0,2.2804797,666.07947,5.0
1.5340185,5.0,1.2759147,1.0038855,3.0,1.9932598,496.2715,19.0
1.5838995,8.0,1.0815887,1.9026322,7.0,2.1812098,452.36328,5.0
1.5022143,3.0,1.758442,1.2310476,3.0,1.9383191,332.62393,23.0
1.3761013,10.0,1.7352415,1.2524313,7.0,0.6769978,168.91328,25.0
1.349726,9.0,1.9477814,1.6863452,6.0,0.8413716,882.3525,11.0
1.6436383,9.0,1.0527176,1.7846648,4.0,2.2352343,506.91785,21.0
1.4286858,7.0,1.5465467,1.78835,7.0,2.325774,234.94139,16.0
1.4946183,9.0,1.4877169,1.0200912,7.0,1.2713139,544.69836,11.0
1.5333078,6.0,1.3660327,1.4435244,4.0,1.9263912,741.619,23.0
1.4017789,10.0,1.6436237,1.2079248,6.0,2.303462,323.2466,19.0
1.5654018,6.0,1.1714859,1.698209,6.0,0.66347015,765.4191,17.0
1.2807451,7.0,1.6939398,1.4573727,7.0,1.7174288,168.20346,5.0
1.4645684,5.0,1.7183046,1.4419502,5.0,1.2205375,925.76086,16.0
1.02368,11.0,1.6687646,1.6690171,5.0,1.2083826,998.04266,26.0
1.4261874,5.0,1.3115703,1.7954063,7.0,2.2203367,442.72894,3.0
1.5024561,11.0,1.2256337,1.2922126,5.0,0.7297794,418.66296,28.0
1.1390004,8.0,1.5016953,1.6456983,7.0,0.9264931,983.4747,23.0
1.4874122,10.0,1.2580596,1.4656541,5.0,1.6484607,194.45444,16.0
1.6113653,9.0,1.1375196,1.4160249,8.0,2.5049398,546.96216,5.0
1.3994962,8.0,1.4810376,1.997921,8.0,2.3881023,700.563,18.0
1.5237027,7.0,1.1514968,1.0824981,5.0,1.1163872,938.7347,17.0
1.260406,8.0,1.7031834,1.3085238,5.0,2.535575,816.8151,29.0
1.4990029,6.0,1.2844642,1.4997911,5.0,1.1962672,713.96625,24.0
1.4484978,5.0,1.3167359,1.2774293,4.0,1.1271771,961.9975,29.0
1.3483418,6.0,1.3516505,1.3398569,6.0,1.646529,824.70374,26.0
1.28713,10.0,1.8593735,1.0126039,8.0,0.63257253,156.32205,14.0
1.0616591,7.0,1.4037719,1.4199661,3.0,2.0685046,67.81933,12.0
1.3931992,9.0,1.8166926,1.5414684,7.0,1.6528226,615.2313,11.0
1.4511174,7.0,1.4195865,1.453066,4.0,2.3635764,377.08755,6.0
1.350103,9.0,1.7666025,1.8622966,6.0,2.8518646,206.79643,18.0
1.4515167,8.0,1.4573549,1.43343,5.0,1.740485,614.98126,26.0
1.1750264,3.0,1.2577627,1.4875467,7.0,0.64658904,53.499615,25.0
1.3607088,9.0,1.9607731,1.9453264,6.0,1.9950233,400.74588,15.0
1.3785992,5.0,1.3490909,1.6194694,4.0,0.25506347,289.559,12.0
1.4032549,6.0,1.8754398,1.3658705,4.0,0.33734968,761.42584,26.0
1.0753496,8.0,1.3998675,1.7511448,5.0,1.231652,59.809025,11.0
1.5338733,6.0,1.7835457,1.2134395,6.0,1.7299477,785.7532,8.0
1.3024426,9.0,1.4226048,1.3335078,7.0,2.6996691,109.384674,22.0
1.1576784,10.0,1.5731828,1.8978134,7.0,1.3639479,783.8089,23.0
1.4406576,6.0,1.9495763,1.9768536,3.0,2.7421496,457.93167,7.0
1.5009342,10.0,1.3932631,1.8431662,8.0,2.6886382,934.27783,10.0
1.628117,9.0,1.2114953,1.4175732,6.0,0.9895276,744.31366,4.0
1.4235959,9.0,1.5829898,1.3698586,8.0,2.8566952,187.93777,29.0
1.5295174,5.0,1.8568774,1.8959144,7.0,1.3826588,445.8062,9.0
1.5846174,4.0,1.0029639,1.1765782,8.0,1.0844154,610.8939,18.0
1.5185305,3.0,1.3943915,1.0213199,5.0,2.7020528,462.18698,16.0
1.1437968,6.0,1.9424479,1.245639,7.0,2.568828,107.6665,6.0
1.5688206,8.0,1.5630263,1.7805166,4.0,1.0208495,471.21805,20.0
1.4862244,6.0,1.5577159,1.8091513,4.0,0.058939427,917.2774,17.0
1.2802297,11.0,1.969106,1.2785667,3.0,2.7765195,948.2526,30.0
1.4274414,10.0,1.9578419,1.1787593,4.0,0.018600589,268.48886,23.0
1.5924293,7.0,1.3841358,1.2818505,4.0,2.324253,810.95074,6.0
1.2105412,6.0,1.6480179,1.5550531,4.0,1.6417036,84.205414,25.0
1.4929022,5.0,1.8900898,1.4219713,7.0,2.8009646,577.4316,11.0
1.2961713,9.0,1.7107766,1.8526025,6.0,1.8590078,948.6275,17.0
1.4834865,5.0,1.8584416,1.9701943,7.0,1.0972327,348.1859,9.0
1.5032853,4.0,1.506546,1.1387985,5.0,0.42521548,340.2039,26.0
1.5707858,6.0,1.541144,1.3254391,5.0,0.8962576,800.37024,12.0
1.5969937,10.0,1.040344,1.6018251,4.0,3.1119034,958.3191,25.0
1.4730195,5.0,1.7768637,1.3454623,7.0,2.5550795,936.1665,10.0
1.383548,9.0,1.7742947,1.0116856,8.0,2.4753208,248.29646,19.0
1.3561606,4.0,1.5848452,1.1464298,7.0,2.2579327,611.2249,29.0
1.5887125,5.0,1.2078698,1.539483,3.0,1.8992214,534.2454,23.0
1.4626648,8.0,1.4096222,1.5806425,6.0,0.85795265,508.21127,21.0
1.5335478,9.0,1.6438608,1.833153,5.0,2.8005645,543.8613,13.0
1.6047373,7.0,1.044125,1.7483717,8.0,0.5655136,442.532,22.0
1.4324498,7.0,1.67052,1.3217992,4.0,2.0113156,920.3257,19.0
1.3893315,6.0,1.5961397,1.3731393,6.0,0.53227895,588.99615,25.0
1.6049005,10.0,1.2839098,1.8359935,3.0,1.8311927,926.2282,3.0
1.5171531,6.0,1.380279,1.4110922,7.0,0.67422074,505.20667,20.0
1.4453456,9.0,1.6279186,1.4321626,6.0,0.7219397,407.22147,18.0
1.1395034,7.0,1.8832446,1.5562314,8.0,3.0527084,998.37366,27.0
1.4530847,10.0,1.7452282,1.119716,6.0,1.9859807,517.723,6.0
1.4115926,11.0,1.3329734,1.7161171,6.0,0.9248327,956.5551,17.0
1.4324505,6.0,1.6631737,1.3225576,8.0,2.8676748,259.0114,20.0
1.3385398,8.0,1.5275022,1.2746156,8.0,3.0166352,248.60532,6.0
1.2221308,6.0,1.390899,1.9999933,7.0,0.09607973,81.69206,23.0
1.2746997,7.0,1.7645141,1.2228056,7.0,2.2207716,142.04657,11.0
1.4582244,4.0,1.1832689,1.6167753,4.0,0.2610555,841.4644,5.0
1.5225391,6.0,1.4188902,1.032473,6.0,0.054158453,368.893,21.0
1.5840068,5.0,1.0937853,1.6124123,5.0,1.2306299,614.8976,23.0
1.6024237,11.0,1.0609887,1.8684027,6.0,2.2800183,394.87375,29.0
1.538141,10.0,1.6282134,1.8813294,5.0,0.9717466,423.59677,7.0
1.4031897,8.0,1.3347893,1.064122,8.0,0.3013153,727.97406,16.0
1.3531592,7.0,1.8826128,1.6859994,6.0,0.11644973,198.07614,14.0
1.5188752,4.0,1.8383023,1.5121957,5.0,1.9255035,582.7818,7.0
1.3974667,8.0,1.4911509,1.9219725,5.0,0.28128132,601.6476,28.0
1.3648369,3.0,1.3279337,1.5380058,6.0,1.68205,191.01999,8.0
1.6485835,10.0,1.2128351,1.345067,6.0,1.3236146,447.47177,7.0
1.6064806,11.0,1.2236624,1.7806863,7.0,0.9599945,281.91745,22.0
1.5822716,11.0,1.1119357,1.0021311,3.0,0.64381444,556.25385,13.0
1.4284792,5.0,1.5868863,1.0956564,4.0,2.3641574,322.58545,10.0
1.6363962,7.0,1.0386122,1.7064123,4.0,2.6097593,605.3279,27.0
1.0309681,9.0,1.9116995,1.0821087,7.0,0.6546359,839.1852,29.0
1.581565,5.0,1.0419395,1.0765461,6.0,2.9998035,597.43823,17.0
1.6162882,9.0,1.4915237,1.3757826,4.0,1.382438,705.6778,4.0
1.5147592,9.0,1.5388923,1.5285815,4.0,2.4474616,572.38837,14.0
1.3004813,7.0,1.830528,1.6358554,4.0,0.19775471,193.21518,10.0
1.224826,9.0,1.6205738,1.5398427,7.0,0.6488654,636.93176,24.0
1.4404626,10.0,1.6211977,1.6931202,4.0,2.7568376,369.24915,29.0
1.3297617,10.0,1.8654335,1.4537507,3.0,0.7865541,124.57344,27.0
1.3607819,10.0,1.8569779,1.863492,4.0,1.2705277,327.0812,30.0
1.2513473,7.0,1.9445776,1.4721756,3.0,1.2111706,70.54882,27.0
1.4118265,7.0,1.9926665,1.1735361,6.0,3.00557,375.83206,9.0
1.4280386,7.0,1.7697889,1.0034884,7.0,0.9872992,426.30475,14.0
1.6095277,4.0,1.009451,1.6604824,8.0,1.7400315,542.1557,17.0
1.5503348,8.0,1.125637,1.0367445,5.0,1.92245,372.22327,7.0
1.4663897,8.0,1.0290791,1.4504101,8.0,1.813195,945.184,22.0
1.1581953,5.0,1.107478,1.9443893,6.0,1.9528536,73.69255,18.0
1.5894269,7.0,1.104166,1.26531,3.0,2.889297,634.4709,20.0
1.3685192,11.0,1.4616932,1.1631467,8.0,2.0418754,300.58804,8.0
1.4668474,4.0,1.7226133,1.1730955,4.0,2.5094998,611.72687,28.0
1.0858737,6.0,1.802957,1.8941566,6.0,2.3298812,70.39499,4.0
1.6420803,6.0,1.0509688,1.8501723,7.0,1.9026546,367.07858,17.0
1.3247102,8.0,1.284867,1.4094664,7.0,2.7891908,845.4754,25.0
1.1373839,10.0,1.9695104,1.6939583,6.0,1.6336092,780.3902,20.0
1.5975872,8.0,1.0825284,1.1817542,8.0,2.0162323,403.3734,9.0
1.5376867,4.0,1.1786507,1.2550666,4.0,2.395084,745.0169,9.0
1.4728854,6.0,1.0472276,1.6788832,7.0,1.2521019,204.80185,11.0
1.503365,9.0,1.9797873,1.2692848,3.0,2.3203874,634.0261,5.0
1.4590832,10.0,1.7185024,1.6891478,3.0,0.6733373,740.4255,15.0
1.3509893,10.0,1.3643557,1.9159031,6.0,0.123673625,110.27593,23.0
1.2663554,10.0,1.8821577,1.398978,6.0,2.9590826,690.54913,26.0
1.5489137,6.0,1.2501907,1.8503292,4.0,2.1858377,257.508,27.0
1.1978631,9.0,1.8469523,1.013114,8.0,1.5498589,159.92397,3.0
1.5975728,8.0,1.1455556,1.7891686,7.0,1.210212,476.66415,21.0
1.5188162,3.0,1.6770772,1.3858898,4.0,1.0657939,684.6043,14.0
1.6278727,8.0,1.1943766,1.4171765,4.0,2.1136136,516.3236,19.0
1.2117144,8.0,1.3037317,1.2584313,3.0,2.8607974,80.74872,26.0
1.3914354,7.0,1.8325243,1.4474331,4.0,0.59375983,597.60425,29.0
1.4805223,5.0,1.5921127,1.2893323,5.0,1.4855675,543.66327,26.0
1.0690253,6.0,1.7916255,1.4842722,8.0,1.1687068,942.5502,25.0
1.4390702,10.0,1.4110717,1.3804523,7.0,2.1793084,320.99603,8.0
1.3709946,5.0,1.2420098,1.9913768,4.0,0.07950404,185.29,21.0
1.4683075,10.0,1.6386437,1.1257254,5.0,2.8406897,328.25775,16.0
1.391,5.0,1.7004682,1.5490719,6.0,2.9167657,615.1238,25.0
1.5298436,5.0,1.3659489,1.2937663,3.0,0.34411845,762.4074,30.0
1.4621749,6.0,1.7939318,1.4718012,5.0,2.7289631,649.8863,4.0
1.5431669,9.0,1.1718011,1.0749964,7.0,1.7578782,471.98297,18.0
1.2714597,6.0,1.8206316,1.9692576,5.0,0.1936644,929.33075,24.0
1.5625757,3.0,1.0626699,1.2911553,4.0,0.52374077,968.3416,21.0
1.4355762,7.0,1.8428811,1.9749928,4.0,2.7702394,226.6913,29.0
1.4662087,9.0,1.5261881,1.4072787,3.0,0.055072226,455.72855,21.0
1.4741782,4.0,1.4499438,1.5906678,7.0,2.1645267,875.8757,17.0
1.4641422,6.0,1.6202517,1.4768709,3.0,0.23820388,563.6277,10.0
1.2413073,10.0,1.3619177,1.021643,7.0,1.6107777,190.46544,5.0
1.5953364,8.0,1.189068,1.2994797,3.0,1.7683325,688.79224,6.0
1.3323947,10.0,1.8462943,1.7877872,7.0,2.545084,358.14545,27.0
1.5773113,10.0,1.4871527,1.3330948,4.0,1.2364417,684.36694,13.0
1.1290623,9.0,1.3417567,1.1043969,7.0,2.2674222,93.47733,12.0
0.96422076,8.0,1.7362927,1.3433111,7.0,1.7642905,891.0431,24.0
1.6473522,8.0,1.4311957,1.753438,3.0,2.4199793,767.342,12.0
1.3967282,3.0,1.2364497,1.5301379,6.0,0.26298112,341.81366,5.0
1.5526233,6.0,1.0054531,1.1205189,6.0,0.8058955,797.4024,6.0
1.5548238,4.0,1.191772,1.2794901,8.0,2.0726213,528.09625,13.0
1.3825816,8.0,1.7801443,1.309683,6.0,2.607152,694.57513,15.0
1.3284572,10.0,1.7478122,1.4074947,7.0,2.8183358,155.31029,25.0
1.3029045,10.0,1.7888165,1.7464117,7.0,1.3568231,298.76917,25.0
1.1578044,7.0,1.4216546,1.0022111,6.0,0.53127325,86.88971,13.0
1.5873568,6.0,1.8660828,1.8910999,4.0,1.8051349,803.0474,9.0
1.0950195,10.0,1.9332078,1.167347,4.0,1.0560638,988.2418,26.0
1.5935464,10.0,1.1491255,1.4942515,4.0,3.114824,556.61346,23.0
1.5747149,6.0,1.3003238,1.517468,8.0,0.8642448,408.97635,8.0
1.5057746,3.0,1.6160531,1.1516361,4.0,1.4777781,795.5535,11.0
1.208212,9.0,1.7548397,1.7930372,3.0,0.7515363,80.65433,21.0
1.5059593,7.0,1.0041837,1.5106212,7.0,1.5169657,900.10895,20.0
1.527725,8.0,1.9813396,1.7937633,6.0,0.9114287,931.1874,4.0
1.4776834,7.0,1.3316591,1.7599287,6.0,2.307409,229.1936,19.0
1.5488731,9.0,1.2118638,1.1468755,5.0,0.06423463,898.06934,13.0
1.3537515,10.0,1.6144239,1.580046,8.0,0.68067676,384.88327,17.0
1.5548892,5.0,1.4691241,1.2685457,5.0,1.0388217,737.6567,12.0
1.2419282,7.0,1.4031594,1.1107354,8.0,2.5514004,89.88666,24.0
1.4467762,4.0,1.4288281,1.8757275,4.0,2.4859724,250.3352,20.0
1.1953357,11.0,1.7549976,1.226058,7.0,3.0442767,893.91907,13.0
1.429275,6.0,1.073879,1.7595906,8.0,1.6627482,920.09045,26.0
1.5501782,7.0,1.3551128,1.5128796,6.0,0.4079009,455.98047,11.0
1.3248802,7.0,1.5060283,1.4033623,8.0,0.49869242,157.70392,16.0
1.4179294,11.0,1.4413236,1.7071223,6.0,2.7658412,646.085,26.0
1.3225096,10.0,1.8662672,1.6888112,7.0,1.2436339,946.39026,8.0
1.4874288,8.0,1.2558938,1.1130432,7.0,2.4493427,798.11426,12.0
1.5933546,6.0,1.298574,1.6418637,5.0,1.8966373,871.45496,14.0
1.5156728,5.0,1.6324372,1.291419,4.0,2.4417772,402.9948,27.0
1.2701709,4.0,1.8508166,1.9583783,3.0,1.3063147,158.89667,10.0
1.3282126,9.0,1.9350502,1.1230067,6.0,3.1414278,706.51447,14.0
1.4283348,7.0,1.6824881,1.8572156,4.0,0.30982235,429.75638,10.0
1.4848047,8.0,1.8840736,1.4262019,4.0,1.5011038,300.27887,21.0
1.5917003,8.0,1.0811135,1.0399722,4.0,1.4395262,371.93912,25.0
1.180458,4.0,1.7370802,1.4016632,5.0,1.6574212,103.59535,7.0
1.4794194,4.0,1.62789,1.3322223,4.0,2.3552969,790.1119,7.0
1.1885452,6.0,1.2203771,1.3193007,7.0,2.34479,127.72903,5.0
1.5856596,5.0,1.1014502,1.226976,6.0,0.8273443,475.959,20.0
1.2406558,9.0,1.9686983,1.1777833,5.0,1.5627444,851.6453,21.0
1.4881463,6.0,1.8571957,1.2649972,4.0,1.906493,403.1676,20.0
1.5071663,5.0,1.3423333,1.6008394,6.0,2.8634763,943.24054,4.0
1.3996482,4.0,1.7783155,1.7781276,5.0,1.9322231,604.42004,29.0
1.5751929,7.0,1.5473213,1.1680748,5.0,1.0901104,963.95764,9.0
1.3536016,8.0,1.9689462,1.6378754,6.0,2.5911686,673.2633,13.0
1.3934066,3.0,1.6117946,1.1784413,3.0,1.2132039,750.029,5.0
1.2335625,8.0,1.865057,1.0752428,6.0,2.2410262,969.71484,18.0
1.398697,9.0,1.857455,1.0717462,7.0,0.54368293,345.32925,11.0
1.2379096,4.0,1.6685826,1.4553478,6.0,1.8221478,96.03026,21.0
1.3512852,7.0,1.0270433,1.1384662,7.0,0.6688306,807.71497,29.0
1.2445017,8.0,1.738836,1.3100055,3.0,2.4225574,127.54018,19.0
1.538556,4.0,1.1931667,1.6065929,5.0,2.9728308,864.7891,17.0
1.4993454,4.0,1.5592419,1.2803205,4.0,0.11344596,383.86832,28.0
1.597191,10.0,1.501913,1.4242038,3.0,2.1603224,837.4777,5.0
1.0590872,4.0,1.1301916,1.4565535,5.0,0.4492334,53.27721,11.0
1.4904816,3.0,1.7170419,1.280762,7.0,3.1315694,647.1613,12.0
1.4718415,9.0,1.4781846,1.7752904,7.0,0.28794408,365.31137,23.0
1.5144901,7.0,1.2385588,1.6277567,4.0,2.1257222,603.9216,4.0
1.4912277,5.0,1.6775765,1.7871205,5.0,0.74542105,243.51974,29.0
1.3599523,10.0,1.186104,1.8249809,4.0,0.5027279,204.72975,14.0
1.4791425,8.0,1.8592925,1.7724302,3.0,2.514953,385.08014,20.0
1.6278731,11.0,1.0885147,1.8704175,5.0,1.3602914,556.7626,5.0
1.5032812,8.0,1.6539929,1.9427615,5.0,1.6824343,367.25555,22.0
1.0171309,8.0,1.0532238,1.2313501,3.0,2.194706,61.97241,6.0
1.4739059,10.0,1.5815951,1.717288,8.0,0.21470828,479.4302,10.0
1.3605856,9.0,1.9111702,1.8688973,5.0,2.8404655,438.0535,28.0
1.3927634,9.0,1.7151091,1.9077549,5.0,2.5169759,559.9949,28.0
1.1195217,8.0,1.5387938,1.8609321,4.0,1.908668,62.1267,19.0
1.3848398,9.0,1.5254014,1.4926877,4.0,0.8505744,894.83813,28.0
1.6714972,10.0,1.0249046,1.2287107,7.0,1.0134822,650.8353,5.0
1.5070882,7.0,1.4039322,1.0799457,6.0,1.9352778,999.01196,11.0
1.3775378,10.0,1.6800237,1.1100519,8.0,2.7981236,713.1085,18.0
1.5456607,4.0,1.675028,1.8584939,8.0,1.6695576,512.71277,14.0
1.4988211,8.0,1.7845254,1.5804896,5.0,1.477907,676.1678,10.0
1.5955163,4.0,1.2197688,1.9050585,6.0,1.1377809,511.92792,24.0
1.3114008,4.0,1.492275,1.0640705,6.0,0.89174116,146.89476,15.0
1.2045522,5.0,1.2771819,1.0962247,4.0,0.012793052,72.437645,29.0
1.0531766,5.0,1.6926429,1.6088053,4.0,1.2776048,61.829872,12.0
1.4192395,11.0,1.5978827,1.3540244,4.0,2.9902132,413.76068,10.0
1.1989206,10.0,1.9786448,1.0878701,3.0,1.3049217,127.2866,12.0
1.5335432,4.0,1.279238,1.5882975,6.0,0.32872567,303.9654,19.0
1.3040063,3.0,1.3445671,1.6660198,7.0,2.802009,219.43147,6.0
1.3251172,11.0,1.8888308,1.6430119,5.0,0.46320173,378.5395,24.0
1.5397581,5.0,1.1968882,1.5186408,5.0,1.5846062,342.24335,12.0
1.5291001,7.0,1.9253306,1.205383,6.0,0.8619043,501.85474,5.0
1.1806538,5.0,1.3645276,1.0851648,3.0,3.096789,87.12261,22.0
1.4707608,8.0,1.6521046,1.6117505,5.0,2.876775,515.1483,14.0
1.3346566,8.0,1.0079856,1.856306,3.0,0.46547073,267.47638,3.0
1.3793491,10.0,1.4801946,1.8863814,6.0,1.3646355,850.8109,19.0
1.1131067,8.0,1.8431566,1.6310667,4.0,0.81873184,92.44295,7.0
1.6687433,9.0,1.1926644,1.6620984,3.0,1.0509746,988.9728,17.0
1.6137837,5.0,1.1741763,1.909231,4.0,1.4014671,660.99384,17.0
1.4299635,9.0,1.0442165,1.0211121,7.0,2.923407,800.14484,25.0
1.3628495,6.0,1.8420359,1.7160084,6.0,1.6873575,252.01225,6.0
1.1930373,6.0,1.4368373,1.9577436,3.0,0.8510175,109.62736,10.0
1.4157528,8.0,1.9246165,1.4636575,3.0,1.4504701,704.4105,24.0
1.5652646,7.0,1.2271347,1.8371838,3.0,2.3981059,375.4904,18.0
1.4589496,10.0,1.20897,1.070821,8.0,1.0538322,828.7521,11.0
1.3587828,9.0,1.0562102,1.1538714,7.0,0.30741203,802.8013,27.0
